id,level,word,meaning_en,meaning_tr,meaning_es,meaning_ar,full_entry,article,pos,plural,forms,examples,page
b1_2926,B1,"das Teil, -e","the part, -e","kısım, -e","la parte, -e",الجزء، -ه,"das Teil, -e",das,noun,-e,,Dieses Teil müssen wir erst bestellen.,86
b1_2927,B1,"der Teil, -e1.","the part, -e1.","kısım, -e1.","la parte, -e1.",الجزء -e1.,"der Teil, -e1.",der,noun,-e1.,,Was steht in dem Brief? || Ich habe den ersten Teil nicht verstanden || Der Film hat zwei Teile. || Heute kommt Teil 1. || Gefällt dir der neue Job? || – Nur zum Teil.,86
b1_2928,B1,die Teilzeit,the part time,yarı zamanlı,el tiempo parcial,بدوام جزئي,die Teilzeit,die,noun,,,Ich arbeite im Moment nur Teilzeit.,86
b1_2929,B1,"teilnehmen, nimmt teil,","participate, takes part","katılmak, katılmak","participar, toma parte",يشارك، يشارك,"teilnehmen, nimmt teil,",,word,,,Leider konnte ich an dem Kurs nicht,86
b1_2930,B1,"nahm teil,",took part,katıldı,participó,شارك,"nahm teil,",,word,,hat teilgenommen,regelmäßig teilnehmen.,86
b1_2931,B1,"die Teilnahme, -n","participation, -n","katılım, -n","participación, -n",المشاركة، -ن,"die Teilnahme, -n",die,noun,-n,,Die Teilnahme am Gewinnspiel ist kostenlos.,86
b1_2932,B1,"der Teilnehmer, -","the participant, -","katılımcı, -","el participante, -",المشارك، -,"der Teilnehmer, -",der,noun,-,,Die Teilnehmerinnen aus unserem Kurs,86
b1_2933,B1,"die Teilnehmerin, -nen","the participant, -nen","katılımcı, -nen","el participante, -nen",المشارك -نين,"die Teilnehmerin, -nen",die,noun,-nen,,kommen aus verschiedenen Ländern.,86
b1_2934,B1,"telefonieren, telefoniert,","make a phone call, make a phone call","telefon görüşmesi yapmak, telefon görüşmesi yapmak","hacer una llamada telefónica, hacer una llamada telefónica",إجراء مكالمة هاتفية، إجراء مكالمة هاتفية,"telefonieren, telefoniert, 1.",,word,,,Ich muss kurz telefonieren.,86
b1_2935,B1,"telefonierte,",called on the phone,telefonla aradım,llamó por teléfono,اتصل على الهاتف,"telefonierte, 2.",,word,,hat telefoniert,Mein Mann telefoniert gerade. || Können || Sie später noch einmal anrufen?,86
b1_2936,B1,"das Telefon, -e1.","the telephone, -e1.","telefon, -e1.","el teléfono, -e1.",الهاتف، -e1.,"das Telefon, -e1.",das,noun,-e1.,,Darf ich bitte Ihr Telefon benutzen?,86
b1_2937,B1,"der Teller, -","the dish, -","yemek, -","el plato, -",الطبق، -,"der Teller, - 1.",der,noun,- 1.,,Stell bitte schon mal die Teller auf den Tisch! || Willst du noch einen Teller Suppe?,86
b1_2938,B1,"die Temperatur, -en","the temperature, -s","sıcaklık, -s","la temperatura, -s",درجة الحرارة، -s,"die Temperatur, -en",die,noun,-en,,Die Temperaturen steigen heute um 10 Grad.,86
b1_2939,B1,das Tempo,the pace,hız,el ritmo,الوتيرة,das Tempo 1.,das,noun,,,"Hier darfst du nur Tempo 30 fahren. || Achtung, hier ist eine Tempo-30-Zone!",86
b1_2940,B1,das Tennis,the tennis,tenis,el tenis,التنس,das Tennis,das,noun,,,Ich spiele gern Tennis.,86
b1_2941,B1,"der Teppich, -e","the carpet, -e","halı, -e","la alfombra, -e",السجادة، -ه,"der Teppich, -e 1.",der,noun,-e 1.,,Ich habe mir einen neuen Teppich gekauft. || Habt ihr in eurer neuen Wohnung Teppich oder einen Holzfußboden?,86
b1_2942,B1,"der Termin, -e","der Termin, -e","randevu, -e","la cita, -e",التعيين، -ه,"der Termin, -e",der,noun,-e,,Als Termin schlage ich den || Mai vor.,86
b1_2943,B1,"der Terminkalender, -","the appointment calendar, -","randevu takvimi, -","el calendario de citas, -",تقويم المواعيد، -,"der Terminkalender, -",der,noun,-,,Hast du unser Treffen schon in deinen Terminkalender eingetragen?,86
b1_2944,B1,"die Terrasse, -n","die Terrasse, -n","teras, -n","la terraza, -n",الشرفة، -ن,"die Terrasse, -n",die,noun,-n,,Setzen wir uns auf die Terrasse!,86
b1_2945,B1,"testen, testet, testete,","test, tested, tested","test edildi, test edildi, test edildi","prueba, probado, probado",اختبار، اختبار، اختبار,"testen, testet, testete,",,word,,hat getestet,Testen Sie unsere Angebote kostenlos.,86
b1_2946,B1,"der Test, -s","the test, -s","test, -s","la prueba, -s",الاختبار، -s,"der Test, -s",der,noun,-s,,Ich bin ganz sicher: Du wirst den Test schaffen.,86
b1_2947,B1,teuer,expensive,masraflı,caro,غالي,teuer,,word,,,Ich finde das Geschäft nicht teuer.,86
b1_2948,B1,"der Text, -e","the text, -e","metin, -e","el texto, -e",النص، -ه,"der Text, -e",der,noun,-e,,Lesen Sie den Text.,86
b1_2949,B1,"das Theater, -","the theater, -","tiyatro, -","el teatro, -",المسرح، -,"das Theater, -",das,noun,-,,Wir gehen nächste Woche ins Theater.,86
b1_2950,B1,"das Thema, Themen","the topic, topics","konu, konular","el tema, temas",الموضوع، المواضيع,"das Thema, Themen",das,noun,Themen,,Wir haben im Kurs viel über das Thema Umwelt gesprochen.,86
b1_2951,B1,theoretisch,theoretically,teorik olarak,teóricamente,نظريا,theoretisch,,adjective,,,Ich habe die theoretische Prüfung be- standen. || Nach der praktischen habe ich den Führerschein.,86
b1_2952,B1,"die Theorie, -n","the theory, -n","teori, -n","la teoría, -n",النظرية، -ن,"die Theorie, -n",die,noun,-n,,Das ist die Theorie. || In der Praxis ist vieles ganz anders.,86
b1_2953,B1,"die Therapie, -n","the therapy, -n","terapi, -n","la terapia, -n",العلاج، -ن,"die Therapie, -n",die,noun,-n,,Die Therapie hat geholfen. || Es geht mir schon viel besser.,86
b1_2954,B1,"das Ticket, -s","the ticket, -s","bilet, -s","el billete, -s",التذكرة، -s,"das Ticket, -s 1.",das,noun,-s 1.,,Wir müssen die Tickets für unseren Flug ausdrucken. || Ich kaufe heute Tickets für das Konzert.,86
b1_2955,B1,tief,deep,derin,profundo,عميق,tief 1.,,word,,,"Vorsicht, Kinder! || Das Wasser ist hier sehr tief. || Der Schrank ist drei Meter breit und 60 Zentimeter tief. || Bitte jetzt tief einatmen!",86
b1_2956,B1,"das Tier, -e","the animal, -e","hayvan, -e","el animal, -e",الحيوان، -ه,"das Tier, -e",das,noun,-e,,Er mag Tiere sehr und geht darum oft in den Zoo.,86
b1_2957,B1,"das Haustier, -e","the pet, -e","evcil hayvan, -e","la mascota, -e",الحيوان الأليف، -ه,"das Haustier, -e",das,noun,-e,,"Hat deine Familie ein Haustier? − Ja, wir haben einen Hund.",87
b1_2958,B1,"der Tierpark, -s","the zoo, -s","hayvanat bahçesi, -s","el zoológico, -s",حديقة الحيوان، -s,"der Tierpark, -s",der,noun,-s,,Wollen wir am Samstag mit den Kindern in den Tierpark gehen?,87
b1_2959,B1,"der Tipp, -s","the tip, -s","ipucu, -s","la punta, -s",نصيحة، -s,"der Tipp, -s",der,noun,-s,,Kannst du mir einen Tipp geben? || Wo finde ich billige Möbel?,87
b1_2960,B1,"tippen, tippt, tippte, hat","tap, tap, tapped, has","dokunun, dokunun, dokunuldu, var","toque, toque, toque, tiene",اضغط، اضغط، استغلالها، لديها,"tippen, tippt, tippte, hat",,word,,,Wie schnell kannst du tippen?,87
b1_2961,B1,getippt,typed,yazılan,mecanografiado,كتبته,getippt,,word,,,,87
b1_2962,B1,"der Tisch, -e","the table, -e","tablo, -e","la mesa, -e",الجدول، -ه,"der Tisch, -e",der,noun,-e,,Das Essen steht schon auf dem Tisch.,87
b1_2963,B1,"der Titel, -","the title, -","başlık, -","el título, -",العنوان، -,"der Titel, - 1.",der,noun,- 1.,,"Wie heißt der Film? || – Ich weiß den Titel nicht mehr. || Haben Sie einen Titel? || – Ja, Doktor.",87
b1_2964,B1,"die Tochter, ¨-",the daughter-,kızı-,la hija-,الابنة-,"die Tochter, ¨-",die,noun,¨-,,Das ist meine Tochter Katharina.,87
b1_2965,B1,der Tod,the death,ölüm,la muerte,الموت,der Tod,der,noun,,,Ich habe ihn vor seinem Tod noch einmal gesehen.,87
b1_2966,B1,tödlich,tödlich,ölümcül,fatal,مميت,tödlich,,adjective,,,Dieses Gift kann für den Menschen tödlich sein.,87
b1_2967,B1,"die Toilette, -n","the toilet, -n","tuvalet, -n","el baño, -n",المرحاض، -ن,"die Toilette, -n",die,noun,-n,,"Wo ist die Toilette, bitte?",87
b1_2968,B1,tolerant,tolerant,hoşgörülü,tolerante,متسامح,tolerant,,word,,,Die Nachbarn hören oft laut Musik. || Wir müssen sehr tolerant sein.,87
b1_2969,B1,toll,great,Harika,excelente,عظيم,toll 1.,,word,,,Ich habe mir ein tolles Kleid gekauft. || Unser Urlaub war toll.,87
b1_2970,B1,"→A: die Tomate, -n Pa-","→A: the tomato, -n Pa-","→A: domates, -n Pa-","→A: el tomate, -n Pa-",→أ: الطماطم، -ن باسكال-,"→A: die Tomate, -n Pa-",,other,,,Kauf bitte noch Tomaten auf dem,87
b1_2971,B1,radeiser,radeiser,radeiser,radeiser,راديزر,radeiser,,word,,,Markt.,87
b1_2972,B1,"der Topf, ¨-e (D, A) →CH:","the pot, ¨-e (D, A) →CH:","kap, ¨-e (D, A) →CH:","la olla, ¨-e (D, A) →CH:",الوعاء، ¨-e (D، A) →CH:,"der Topf, ¨-e (D, A) →CH: 1.",der,noun,"¨-e (D, A) →CH: 1.",,Dieses Jahr haben wir keine Töpfe mit,87
b1_2973,B1,Pfanne,Pan,Tava,Cacerola,مِقلاة,Pfanne,,noun,,,Blumen auf dem Balkon. || Hast du keinen größeren Topf? || Ich möchte Kartoffeln kochen. →(CH: Pfanne),87
b1_2974,B1,"das Tor, -e","the gate, -e","kapı, -e","la puerta, -e",البوابة، -ه,"das Tor, -e 1.",das,noun,-e 1.,,Hinter dem Tor geht es zur Fabrik. || Die Mannschaft konnte vier Tore schießen.,87
b1_2975,B1,"die Torte, -n","the cake, -n","pasta, -n","el pastel, -n",الكعكة، -ن,"die Torte, -n",die,noun,-n,,Zum Geburtstag backe ich dir eine Torte.,87
b1_2976,B1,tot,dead,ölü,muerto,ميت,tot,,word,,,Meine Großeltern sind schon lange tot.,87
b1_2977,B1,"der Tote, -n","the dead, -n","ölüler, -n","los muertos, -n",الموتى، -ن,"der Tote, -n",der,noun,-n,,Bei dem Unfall gab es zwei Tote.,87
b1_2978,B1,"die Tote, -n","the dead, -n","ölüler, -n","los muertos, -n",الموتى، -ن,"die Tote, -n",die,noun,-n,,,87
b1_2979,B1,total,total,toplam,total,المجموع,total,,word,,,Der Film war total langweilig.,87
b1_2980,B1,der Tourismus,tourism,turizm,turismo,السياحة,der Tourismus,der,noun,,,In dieser Gegend gibt es viel Tourismus.,87
b1_2981,B1,"der Tourist, -en","the tourist, -en","turist, -tr",el turista,السائح، -en,"der Tourist, -en",der,noun,-en,,Es kommen immer mehr Touristen in,87
b1_2982,B1,"die Touristin, -nen","the tourist, -nen","turist, -nen","el turista, -nen",السائح -نين,"die Touristin, -nen",die,noun,-nen,,unsere Stadt.,87
b1_2983,B1,"die Tradition, -en","the tradition, -en","gelenek, -tr","la tradición, -es",التقليد، -en,"die Tradition, -en",die,noun,-en,,Eine große Hochzeit mit vielen Leuten ist bei uns Tradition.,87
b1_2984,B1,traditionell,traditional,geleneksel,tradicional,تقليدي,traditionell,,word,,,Ich mag die traditionelle Küche.,87
b1_2985,B1,"tragen, trägt, trug,","carry, carries, wore","taşıyor, taşıyor, giyiyor","llevar, llevar, llevar",يحمل، يحمل، يرتدي,"tragen, trägt, trug, 1.",,word,,hat getragen,Lass mich den Koffer tragen. || Der ist zu || schwer für dich. || Mein Bruder trägt eine Brille. || Die Kosten trägt die Krankenkasse.,87
b1_2986,B1,"trainieren, trainiert,","train, trained","tren, eğitilmiş","entrenar, entrenado",تدريب، تدريب,"trainieren, trainiert,",,word,,,Wir trainieren einmal pro Woche im,87
b1_2987,B1,"trainierte, hat trainiert","trained, has trained","eğitilmiş, eğitilmiş","entrenado, ha entrenado",تدربت، تدربت,"trainierte, hat trainiert",,word,,,Sportverein.,87
b1_2988,B1,"der Trainer, -","the coach, -","koç, -","el entrenador, -",المدرب، -,"der Trainer, -",der,noun,-,,Ich finde unseren Trainer sehr nett.,87
b1_2989,B1,"die Trainerin, -nen","the trainer, -nen","eğitmen, -nen","el entrenador, -nen",المدرب، -نين,"die Trainerin, -nen",die,noun,-nen,,,87
b1_2990,B1,"das Training, -s1.","the training, -s1.","eğitim, -s1.","el entrenamiento, -s1.",التدريب، -س1.,"das Training, -s1.",das,noun,-s1.,,Jeden Dienstag ist Training. || Ich gehe jede Woche zum Training.,87
b1_2991,B1,"das Tram, -s →D,","the tram, -s →D","tramvay, -s →D","el tranvía, -s →D",الترام، -s →D,"das Tram, -s →D,",das,noun,"-s →D,",,Fahren wir mit dem Tram oder dem,87
b1_2992,B1,A: Straßenbahn,A: Tram,C: Tramvay,R: tranvía,ج: الترام,A: Straßenbahn,,noun,,,Bus?,87
b1_2993,B1,"die Träne, -n","the tear, -n","gözyaşı, -n","la lágrima, -n",المسيل للدموع، -ن,"die Träne, -n",die,noun,-n,,Sie trocknet dem Kind die Tränen.,87
b1_2994,B1,"transportieren, trans-","transport, trans-","transportieren, trans-","transporte, transporte",النقل العابر,"transportieren, trans-",,word,,,Wie willst du die Möbel denn,87
b1_2995,B1,"portiert, transportierte,","ported, transported","taşınan, nakledilen","portado, transportado",منقول، منقول,"portiert, transportierte,",,word,,hat transportiert,transportieren?,87
b1_2996,B1,"der Transport, -e","the transport, -e","taşıma, -e","el transporte, -e",النقل، -ه,"der Transport, -e",der,noun,-e,,Was kostet der Transport?,87
b1_2997,B1,"träumen, träumt, träumte,","dream, dream, dream","rüya, rüya, rüya","soñar, soñar, soñar",حلم، حلم، حلم,"träumen, träumt, träumte, 1.",,word,,hat geträumt,Ich habe schlecht geträumt. || Ich träume von einem großen Haus mit Garten.,87
b1_2998,B1,"der Traum, ¨-e","the dream, ¨-e","rüya, ¨-e","el sueño, ¨-e",الحلم، ¨-ه,"der Traum, ¨-e",der,noun,¨-e,,Mein Traum ist ein eigenes Geschäft.,87
b1_2999,B1,Traum-,Dream-,Rüya-,Sueño-,حلم-,Traum-,,noun,,,Mein Traumberuf ist Feuerwehrmann.,87
b1_3000,B1,traurig,sad,üzgün,triste,حزين,traurig 1.,,adjective,,,Ich bin traurig. || Ich darf nicht mitfahren. || Das war ein sehr trauriger Film.,87
b1_3001,B1,"treffen, trifft, traf,","hit, hit, hit","vur, vur, vur","golpear, golpear, golpear",ضرب، ضرب، ضرب,"treffen, trifft, traf, 1.",,word,,hat getroffen,Wir treffen uns immer freitags. || Ich habe Petra zufällig in der Stadt getroffen.,87
b1_3002,B1,"der Treffpunkt, -e","the meeting point, -e","buluşma noktası, -e","el punto de encuentro, -e",نقطة الالتقاء، -e,"der Treffpunkt, -e",der,noun,-e,,Unser Treffpunkt ist um 17 Uhr am Hauptbahnhof.,87
b1_3003,B1,"treiben, treibt, trieb, hat","drive, drives, drove, has","sürmek, sürmek, sürmek, sahip olmak","conduce, conduce, conduce, tiene",محرك الأقراص، محركات الأقراص، قاد، لديه,"treiben, treibt, trieb, hat",,word,,,Welchen Sport treibst du?,87
b1_3004,B1,getrieben,driven,tahrikli,conducido,مدفوعة,getrieben,,verb,,,,87
b1_3005,B1,(sich) trennen,(separate,(ayırmak,(separado,(متفرق,"(sich) trennen, trennt, 1.",,verb,,"trennt, 1.",Wir leben getrennt.,87
b1_3006,B1,"trennte, hat getrennt","separated, has separated","ayrılmış, ayrılmış","separado, se ha separado",انفصلت، انفصلت,"trennte, hat getrennt 2.",,word,,,Meine Freundin und ihr Mann haben sich getrennt. || Wir müssen den Müll trennen. || Das kommt zum Altpapier.,87
b1_3007,B1,"die Trennung, -en1.","the separation, -en1.","ayırma, -en1.","la separación, -en1.",الانفصال، -en1.,"die Trennung, -en1.",die,noun,-en1.,,"Die Trennung von der Familie war schwierig. || Meine Kollegin ist noch nicht geschieden, aber sie lebt in Trennung.",87
b1_3008,B1,getrennt leben,live separately,ayrı yaşamak,vivir separados,العيش بشكل منفصل,getrennt leben,,verb,,,Ich lebe getrennt von meiner Frau.,87
b1_3009,B1,"die Treppe, -n (D, CH) →A:","the stairs, -n (D, CH) →A:","merdivenler, -n (D, CH) →A:","las escaleras, -n (D, CH) →A:",الدرج، -n (D، CH) →A:,"die Treppe, -n (D, CH) →A: 1.",die,noun,"-n (D, CH) →A: 1.",,Wo ist die Toilette? || – Die Treppe hoch,88
b1_3010,B1,Stiege,Stairs,Merdiven,Escaleras,سلالم,Stiege,,noun,,,und dann links. || Meine Oma kann nicht gut Treppen steigen.,88
b1_3011,B1,"das Treppenhaus, ¨-er (D,","the staircase, ¨-er (D","merdiven, ¨-er (D","la escalera, ¨-er (D",الدرج، ¨-إيه (د,"das Treppenhaus, ¨-er (D,",das,noun,"¨-er (D,",,Im Treppenhaus ist kein Licht.,88
b1_3012,B1,→A: CH) Stiegenhaus,→A: CH) Staircase,→A: CH) Merdiven,→A: CH) Escalera,→أ: CH) الدرج,→A: CH) Stiegenhaus,,other,,,,88
b1_3013,B1,"treten, tritt, trat,","kick, kick, kicked","tekme, tekme, tekme","patada, patada, patada",ركلة، ركلة، ركل,"treten, tritt, trat, 1.",,word,,hat/ist getreten,Ich bin in ein Stück Glas getreten. || Au! || Du hast mich getreten!,88
b1_3014,B1,treu,faithful,sadık,fiel,مخلص,treu,,word,,,Herr Maier ist ein treuer Kunde von uns.,88
b1_3015,B1,"trinken, trinkt, trank,","drink, drink, drank","içmek, içmek, içtim","beber, beber, bebió",شرب، شرب، شرب,"trinken, trinkt, trank,",,word,,hat getrunken,Trinken Sie einen Tee mit uns?,88
b1_3016,B1,"das Trinkgeld, -er","the tip, -er","ipucu, -er","la punta, -er",النصيحة، -إيه,"das Trinkgeld, -er",das,noun,-er,,Ich habe dem Kellner zwei Euro Trinkgeld gegeben.,88
b1_3017,B1,trocken,dry,kuru,seco,جاف,trocken 1.,,word,,,Die Wäsche ist noch nicht trocken. || Hoffentlich regnet es bald. || Alles ist ganz trocken. || Bitte einen trockenen Wein.,88
b1_3018,B1,"trocknen, trocknet,","dry, dries","kurur, kurur","seco, seco",يجف، يجف,"trocknen, trocknet, 1.",,word,,,Ich habe mir die Haare getrocknet.,88
b1_3019,B1,"trocknete,",dried,kurutulmuş,seco,المجففة,"trocknete, 2.",,word,,hat/ist getrocknet,Die Farbe ist schnell getrocknet.,88
b1_3020,B1,die Tropfen (Pl.),the drops (pl.),damlalar (pl.),las gotas (pl.),القطرات (ر.),die Tropfen (Pl.) 1.,die,noun,,,Hast du die Tropfen schon genommen? || Wegen der paar Regentropfen brauchst du doch keinen Schirm.,88
b1_3021,B1,"→ das Trottoir, -s (CH)","→ the sidewalk, -s (CH)","→ kaldırım, -s (CH)","→ la acera, -s (CH)",→ الرصيف، -s (CH),"→ das Trottoir, -s (CH)",,other,,,Das Velofahren auf dem Trottoir ist,88
b1_3022,B1,"Gehsteig (D, A)","Sidewalk (D, A)","Kaldırım (D, A)","Acera (D, A)",الرصيف (د، أ),"Gehsteig (D, A)",,noun,,,nicht erlaubt.,88
b1_3023,B1,trotz,despite,aksine,a pesar de,بالرغم من,trotz,,word,,,Trotz Grippe bin ich zur Arbeit gegangen.,88
b1_3024,B1,trotzdem,despite it,buna rağmen,a pesar de ello,على الرغم من ذلك,trotzdem,,word,,,Es war ziemlich kalt. || Trotzdem bin ich schwimmen gegangen.,88
b1_3025,B1,"das Tuch, ¨-er","the cloth, ¨-er","kumaş, ¨-er","la tela, ¨-er",القماش، ¨-إيه,"das Tuch, ¨-er 1.",das,noun,¨-er 1.,,Wo hast du dieses schöne Tuch gekauft? || Die Handtücher sind im Schrank ganz oben. || Hast du ein Taschentuch für mich?,88
b1_3026,B1,"tun, tut, tat, hat getan","do, does, did, did","yap, yap, yap, yap","hacer, hace, hizo, hizo",فعل، فعل، فعل، فعل,"tun, tut, tat, hat getan 1.",,word,,,Ich habe heute viel zu tun. || Was kann ich für Sie tun? || Ich habe zu viel Zucker in den Kaffee getan. || Es tut mir leid. || Ich kann nicht kommen. || Der Arm tut mir weh. || Ich habe endlich mal ausgeschlafen. || Das hat gut getan.,88
